priority_rank,date_key,store_id,store_name,city_id,sku_id,sku_name,category,risk_score,risk_level,hours_to_stockout,days_of_cover,current_closing_stock,projected_inventory,reorder_point,target_stock,recommended_quantity,case_pack_size,lost_sales_exposure,reason,action
266,20260629,16,DEL_DS_06,2,159,STAP_EDIB_09,Staples,26,Low,25.7,1.43,52,52,95,278,228,4,0.0,Projected inventory (52) breached ROP (95). Target: 278.,Scheduled Replenishment
267,20260629,22,MUM_DS_02,3,21,DAIR_MILK_21,Dairy,26,Low,25.7,1.43,136,136,187,709,576,4,0.0,Projected inventory (136) breached ROP (187). Target: 709.,Scheduled Replenishment
268,20260629,29,MUM_DS_09,3,268,BABY_BABY_28,Baby Care,26,Low,25.7,1.43,30,30,55,160,136,8,0.0,Projected inventory (30) breached ROP (55). Target: 160.,Scheduled Replenishment
269,20260629,22,MUM_DS_02,3,46,BEVE_JUIC_16,Beverages,26,Low,25.9,1.44,139,139,243,725,600,24,0.0,Projected inventory (139) breached ROP (243). Target: 725.,Scheduled Replenishment
270,20260629,3,BEN_DS_03,1,262,BABY_BABY_22,Baby Care,26,Low,26.1,1.45,50,50,89,262,6,6,0.0,Projected inventory (50) breached ROP (89). Target: 262. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
271,20260629,21,MUM_DS_01,3,106,PACK_NOOD_16,Packaged Foods,26,Low,26.1,1.45,50,50,91,263,216,8,0.0,Projected inventory (50) breached ROP (91). Target: 263.,Scheduled Replenishment
272,20260629,26,MUM_DS_06,3,171,STAP_ATTA_21,Staples,26,Low,27.2,1.51,35,35,111,181,156,12,0.0,Projected inventory (35) breached ROP (111). Target: 181.,Scheduled Replenishment
273,20260629,35,HYD_DS_05,4,153,STAP_DALS_03,Staples,26,Low,30.8,1.71,28,28,81,130,120,24,0.0,Projected inventory (28) breached ROP (81). Target: 130.,Scheduled Replenishment
274,20260629,21,MUM_DS_01,3,39,BEVE_ENER_09,Beverages,26,Low,38.2,2.12,108,108,132,387,280,8,0.0,Projected inventory (108) breached ROP (132). Target: 387.,Scheduled Replenishment
275,20260629,23,MUM_DS_03,3,187,PERS_HAIR_07,Personal Care,25,Low,23.9,1.33,11,11,31,65,60,12,2828.63,Projected inventory (11) breached ROP (31). Target: 65.,Scheduled Replenishment
276,20260629,22,MUM_DS_02,3,272,PET _CAT _02,Pet Care,25,Low,25.2,1.4,9,9,25,51,42,6,0.0,Projected inventory (9) breached ROP (25). Target: 51.,Scheduled Replenishment
277,20260629,1,BEN_DS_01,1,147,FRUI_EXOT_27,Fruits & Vegetables,25,Low,26.5,1.47,78,78,137,402,328,8,0.0,Projected inventory (78) breached ROP (137). Target: 402.,Scheduled Replenishment
278,20260629,22,MUM_DS_02,3,243,BABY_BABY_03,Baby Care,25,Low,26.5,1.47,35,35,61,181,150,6,0.0,Projected inventory (35) breached ROP (61). Target: 181.,Scheduled Replenishment
279,20260629,39,HYD_DS_09,4,55,BEVE_WATE_25,Beverages,25,Low,26.5,1.47,109,109,147,556,456,12,0.0,Projected inventory (109) breached ROP (147). Target: 556.,Scheduled Replenishment
280,20260629,4,BEN_DS_04,1,88,SNAC_NAMK_28,Snacks,25,Low,26.6,1.48,84,84,208,435,354,6,0.0,Projected inventory (84) breached ROP (208). Target: 435.,Scheduled Replenishment
281,20260629,7,BEN_DS_07,1,27,DAIR_CURD_27,Dairy,25,Low,26.6,1.48,90,90,225,469,380,4,0.0,Projected inventory (90) breached ROP (225). Target: 469.,Scheduled Replenishment
282,20260629,21,MUM_DS_01,3,114,PACK_BREA_24,Packaged Foods,25,Low,26.8,1.49,46,46,80,234,192,12,0.0,Projected inventory (46) breached ROP (80). Target: 234.,Scheduled Replenishment
283,20260629,22,MUM_DS_02,3,91,PACK_NOOD_01,Packaged Foods,25,Low,26.8,1.49,32,32,47,165,144,24,0.0,Projected inventory (32) breached ROP (47). Target: 165.,Scheduled Replenishment
284,20260629,22,MUM_DS_02,3,263,BABY_BABY_23,Baby Care,25,Low,26.8,1.49,39,39,66,196,160,4,0.0,Projected inventory (39) breached ROP (66). Target: 196.,Scheduled Replenishment
285,20260629,6,BEN_DS_06,1,27,DAIR_CURD_27,Dairy,25,Low,27.0,1.5,70,70,173,359,292,4,0.0,Projected inventory (70) breached ROP (173). Target: 359.,Scheduled Replenishment
286,20260629,39,HYD_DS_09,4,139,FRUI_SEAS_19,Fruits & Vegetables,25,Low,27.2,1.51,122,122,295,619,504,8,0.0,Projected inventory (122) breached ROP (295). Target: 619.,Scheduled Replenishment
287,20260629,4,BEN_DS_04,1,80,SNAC_NUTS_20,Snacks,25,Low,27.4,1.52,115,115,149,564,452,4,0.0,Projected inventory (115) breached ROP (149). Target: 564.,Scheduled Replenishment
288,20260629,15,DEL_DS_05,2,167,STAP_RICE_17,Staples,25,Low,27.4,1.52,39,39,66,194,156,6,0.0,Projected inventory (39) breached ROP (66). Target: 194.,Scheduled Replenishment
289,20260629,26,MUM_DS_06,3,164,STAP_EDIB_14,Staples,25,Low,27.4,1.52,25,25,61,127,104,4,0.0,Projected inventory (25) breached ROP (61). Target: 127.,Scheduled Replenishment
290,20260629,10,BEN_DS_10,1,239,HOUS_DISP_29,Household,25,Low,27.5,1.53,7,7,9,36,30,6,0.0,Projected inventory (7) breached ROP (9). Target: 36.,Scheduled Replenishment
291,20260629,10,BEN_DS_10,1,252,BABY_BABY_12,Baby Care,25,Low,27.5,1.53,58,58,179,293,236,4,0.0,Projected inventory (58) breached ROP (179). Target: 293.,Scheduled Replenishment
292,20260629,25,MUM_DS_05,3,26,DAIR_MILK_26,Dairy,25,Low,27.5,1.53,71,71,170,356,288,6,0.0,Projected inventory (71) breached ROP (170). Target: 356.,Scheduled Replenishment
293,20260629,1,BEN_DS_01,1,23,DAIR_BUTT_23,Dairy,25,Low,27.7,1.54,136,136,175,662,528,8,0.0,Projected inventory (136) breached ROP (175). Target: 662.,Scheduled Replenishment
294,20260629,25,MUM_DS_05,3,269,BABY_DIAP_29,Baby Care,25,Low,27.7,1.54,26,26,26,128,108,12,0.0,Projected inventory (26) breached ROP (26). Target: 128.,Scheduled Replenishment
295,20260629,21,MUM_DS_01,3,88,SNAC_NAMK_28,Snacks,25,Low,27.9,1.55,100,100,237,494,396,6,0.0,Projected inventory (100) breached ROP (237). Target: 494.,Scheduled Replenishment
296,20260629,23,MUM_DS_03,3,114,PACK_BREA_24,Packaged Foods,25,Low,27.9,1.55,48,48,81,236,192,12,0.0,Projected inventory (48) breached ROP (81). Target: 236.,Scheduled Replenishment
297,20260629,24,MUM_DS_04,3,227,HOUS_DISH_17,Household,25,Low,36.9,2.05,6,6,13,25,24,12,0.0,Projected inventory (6) breached ROP (13). Target: 25.,Scheduled Replenishment
298,20260629,29,MUM_DS_09,3,182,PERS_HAIR_02,Personal Care,24,Low,18.9,1.05,15,15,21,107,96,6,1135.77,Projected inventory (15) breached ROP (21). Target: 107.,Scheduled Replenishment
299,20260629,10,BEN_DS_10,1,206,PERS_SOAP_26,Personal Care,24,Low,27.4,1.52,9,9,17,47,40,4,0.0,Projected inventory (9) breached ROP (17). Target: 47.,Scheduled Replenishment
300,20260629,8,BEN_DS_08,1,250,BABY_BABY_10,Baby Care,24,Low,28.1,1.56,34,34,105,170,144,12,0.0,Projected inventory (34) breached ROP (105). Target: 170.,Scheduled Replenishment
301,20260629,10,BEN_DS_10,1,142,FRUI_EXOT_22,Fruits & Vegetables,24,Low,28.1,1.56,99,99,126,474,376,8,0.0,Projected inventory (99) breached ROP (126). Target: 474.,Scheduled Replenishment
302,20260629,16,DEL_DS_06,2,45,BEVE_WATE_15,Beverages,24,Low,28.3,1.57,142,142,324,686,552,12,0.0,Projected inventory (142) breached ROP (324). Target: 686.,Scheduled Replenishment
303,20260629,22,MUM_DS_02,3,180,STAP_SPIC_30,Staples,24,Low,28.4,1.58,62,62,104,301,240,4,0.0,Projected inventory (62) breached ROP (104). Target: 301.,Scheduled Replenishment
304,20260629,6,BEN_DS_06,1,259,BABY_BABY_19,Baby Care,24,Low,28.6,1.59,19,19,33,93,84,12,0.0,Projected inventory (19) breached ROP (33). Target: 93.,Scheduled Replenishment
305,20260629,16,DEL_DS_06,2,75,SNAC_NUTS_15,Snacks,24,Low,28.6,1.59,69,69,158,331,264,24,0.0,Projected inventory (69) breached ROP (158). Target: 331.,Scheduled Replenishment
306,20260629,18,DEL_DS_08,2,55,BEVE_WATE_25,Beverages,24,Low,28.6,1.59,107,107,134,504,408,12,0.0,Projected inventory (107) breached ROP (134). Target: 504.,Scheduled Replenishment
307,20260629,21,MUM_DS_01,3,90,SNAC_NUTS_30,Snacks,24,Low,28.6,1.59,105,105,247,511,408,6,0.0,Projected inventory (105) breached ROP (247). Target: 511.,Scheduled Replenishment
308,20260629,22,MUM_DS_02,3,75,SNAC_NUTS_15,Snacks,24,Low,28.6,1.59,71,71,167,345,288,24,0.0,Projected inventory (71) breached ROP (167). Target: 345.,Scheduled Replenishment
309,20260629,26,MUM_DS_06,3,270,BABY_BABY_30,Baby Care,24,Low,28.6,1.59,24,24,24,114,92,4,0.0,Projected inventory (24) breached ROP (24). Target: 114.,Scheduled Replenishment
310,20260629,22,MUM_DS_02,3,154,STAP_EDIB_04,Staples,24,Low,28.8,1.6,56,56,130,270,216,12,0.0,Projected inventory (56) breached ROP (130). Target: 270.,Scheduled Replenishment
311,20260629,16,DEL_DS_06,2,22,DAIR_CURD_22,Dairy,24,Low,29.0,1.61,98,98,119,453,360,12,0.0,Projected inventory (98) breached ROP (119). Target: 453.,Scheduled Replenishment
312,20260629,21,MUM_DS_01,3,22,DAIR_CURD_22,Dairy,24,Low,29.0,1.61,93,93,115,434,348,12,0.0,Projected inventory (93) breached ROP (115). Target: 434.,Scheduled Replenishment
313,20260629,21,MUM_DS_01,3,98,PACK_SAUC_08,Packaged Foods,24,Low,29.0,1.61,28,28,36,132,108,12,0.0,Projected inventory (28) breached ROP (36). Target: 132.,Scheduled Replenishment
314,20260629,26,MUM_DS_06,3,44,BEVE_ENER_14,Beverages,24,Low,29.3,1.63,94,94,214,445,352,8,0.0,Projected inventory (94) breached ROP (214). Target: 445.,Scheduled Replenishment
315,20260629,40,HYD_DS_10,4,148,FRUI_DAIL_28,Fruits & Vegetables,24,Low,29.3,1.63,102,102,155,468,368,8,0.0,Projected inventory (102) breached ROP (155). Target: 468.,Scheduled Replenishment
316,20260629,1,BEN_DS_01,1,187,PERS_HAIR_07,Personal Care,24,Low,29.9,1.66,12,12,29,58,48,12,0.0,Projected inventory (12) breached ROP (29). Target: 58.,Scheduled Replenishment
317,20260629,10,BEN_DS_10,1,153,STAP_DALS_03,Staples,24,Low,31.3,1.74,31,31,88,142,120,24,0.0,Projected inventory (31) breached ROP (88). Target: 142.,Scheduled Replenishment
318,20260629,34,HYD_DS_04,4,62,SNAC_BISC_02,Snacks,24,Low,40.9,2.27,121,121,137,404,288,24,0.0,Projected inventory (121) breached ROP (137). Target: 404.,Scheduled Replenishment
319,20260629,22,MUM_DS_02,3,61,SNAC_CHIP_01,Snacks,24,Low,42.1,2.34,205,205,318,668,480,24,0.0,Projected inventory (205) breached ROP (318). Target: 668.,Scheduled Replenishment
320,20260629,29,MUM_DS_09,3,288,PET _CAT _18,Pet Care,23,Low,20.5,1.14,10,10,12,65,56,4,2836.88,Projected inventory (10) breached ROP (12). Target: 65.,Scheduled Replenishment
321,20260629,22,MUM_DS_02,3,223,HOUS_CLEA_13,Household,23,Low,20.0,1.11,13,13,17,87,96,24,2457.46,Projected inventory (13) breached ROP (17). Target: 87.,Scheduled Replenishment
322,20260629,23,MUM_DS_03,3,232,HOUS_DISH_22,Household,23,Low,26.6,1.48,13,13,25,69,72,24,0.0,Projected inventory (13) breached ROP (25). Target: 69.,Scheduled Replenishment
323,20260629,17,DEL_DS_07,2,79,SNAC_CHOC_19,Snacks,23,Low,29.7,1.65,110,110,131,498,392,8,0.0,Projected inventory (110) breached ROP (131). Target: 498.,Scheduled Replenishment
324,20260629,25,MUM_DS_05,3,49,BEVE_ENER_19,Beverages,23,Low,29.7,1.65,124,124,149,562,444,12,0.0,Projected inventory (124) breached ROP (149). Target: 562.,Scheduled Replenishment
325,20260629,26,MUM_DS_06,3,26,DAIR_MILK_26,Dairy,23,Low,29.7,1.65,82,82,184,383,306,6,0.0,Projected inventory (82) breached ROP (184). Target: 383.,Scheduled Replenishment
326,20260629,1,BEN_DS_01,1,74,SNAC_CHOC_14,Snacks,23,Low,29.9,1.66,80,80,122,363,288,8,0.0,Projected inventory (80) breached ROP (122). Target: 363.,Scheduled Replenishment
327,20260629,1,BEN_DS_01,1,177,STAP_RICE_27,Staples,23,Low,29.9,1.66,40,40,63,183,144,4,0.0,Projected inventory (40) breached ROP (63). Target: 183.,Scheduled Replenishment
328,20260629,10,BEN_DS_10,1,72,SNAC_BISC_12,Snacks,23,Low,29.9,1.66,99,99,120,448,360,12,0.0,Projected inventory (99) breached ROP (120). Target: 448.,Scheduled Replenishment
329,20260629,16,DEL_DS_06,2,254,BABY_BABY_14,Baby Care,23,Low,30.1,1.67,38,38,61,174,144,24,0.0,Projected inventory (38) breached ROP (61). Target: 174.,Scheduled Replenishment
330,20260629,22,MUM_DS_02,3,25,DAIR_PANE_25,Dairy,23,Low,30.1,1.67,162,162,194,728,576,24,0.0,Projected inventory (162) breached ROP (194). Target: 728.,Scheduled Replenishment
331,20260629,22,MUM_DS_02,3,138,FRUI_DAIL_18,Fruits & Vegetables,23,Low,30.1,1.67,125,125,191,564,444,12,0.0,Projected inventory (125) breached ROP (191). Target: 564.,Scheduled Replenishment
332,20260629,23,MUM_DS_03,3,162,STAP_RICE_12,Staples,23,Low,30.2,1.68,70,70,194,318,252,12,0.0,Projected inventory (70) breached ROP (194). Target: 318.,Scheduled Replenishment
333,20260629,22,MUM_DS_02,3,22,DAIR_CURD_22,Dairy,23,Low,30.4,1.69,110,110,127,484,384,12,0.0,Projected inventory (110) breached ROP (127). Target: 484.,Scheduled Replenishment
334,20260629,28,MUM_DS_08,3,149,FRUI_SEAS_29,Fruits & Vegetables,23,Low,30.6,1.7,91,91,110,404,336,24,0.0,Projected inventory (91) breached ROP (110). Target: 404.,Scheduled Replenishment
335,20260629,2,BEN_DS_02,1,120,PACK_READ_30,Packaged Foods,23,Low,30.8,1.71,52,52,62,229,192,24,0.0,Projected inventory (52) breached ROP (62). Target: 229.,Scheduled Replenishment
336,20260629,16,DEL_DS_06,2,101,PACK_NOOD_11,Packaged Foods,23,Low,30.8,1.71,69,69,105,307,240,6,0.0,Projected inventory (69) breached ROP (105). Target: 307.,Scheduled Replenishment
337,20260629,29,MUM_DS_09,3,86,SNAC_CHIP_26,Snacks,23,Low,30.8,1.71,81,81,94,355,280,8,0.0,Projected inventory (81) breached ROP (94). Target: 355.,Scheduled Replenishment
338,20260629,39,HYD_DS_09,4,176,STAP_ATTA_26,Staples,23,Low,30.8,1.71,26,26,41,117,96,6,0.0,Projected inventory (26) breached ROP (41). Target: 117.,Scheduled Replenishment
339,20260629,17,DEL_DS_07,2,252,BABY_BABY_12,Baby Care,23,Low,31.0,1.72,64,64,176,288,224,4,0.0,Projected inventory (64) breached ROP (176). Target: 288.,Scheduled Replenishment
340,20260629,23,MUM_DS_03,3,241,BABY_DIAP_01,Baby Care,23,Low,31.0,1.72,68,68,102,300,234,6,0.0,Projected inventory (68) breached ROP (102). Target: 300.,Scheduled Replenishment
341,20260629,39,HYD_DS_09,4,91,PACK_NOOD_01,Packaged Foods,23,Low,31.0,1.72,31,31,38,137,120,24,0.0,Projected inventory (31) breached ROP (38). Target: 137.,Scheduled Replenishment
342,20260629,7,BEN_DS_07,1,142,FRUI_EXOT_22,Fruits & Vegetables,23,Low,31.1,1.73,107,107,122,463,360,8,0.0,Projected inventory (107) breached ROP (122). Target: 463.,Scheduled Replenishment
343,20260629,8,BEN_DS_08,1,133,FRUI_DAIL_13,Fruits & Vegetables,23,Low,31.1,1.73,102,102,153,447,348,6,0.0,Projected inventory (102) breached ROP (153). Target: 447.,Scheduled Replenishment
344,20260629,26,MUM_DS_06,3,27,DAIR_CURD_27,Dairy,23,Low,31.1,1.73,118,118,253,525,408,4,0.0,Projected inventory (118) breached ROP (253). Target: 525.,Scheduled Replenishment
345,20260629,28,MUM_DS_08,3,104,PACK_BREA_14,Packaged Foods,23,Low,31.1,1.73,59,59,71,258,204,12,0.0,Projected inventory (59) breached ROP (71). Target: 258.,Scheduled Replenishment
346,20260629,29,MUM_DS_09,3,4,DAIR_CHEE_04,Dairy,23,Low,43.0,2.39,203,203,219,644,444,4,0.0,Projected inventory (203) breached ROP (219). Target: 644.,Scheduled Replenishment
347,20260629,1,BEN_DS_01,1,35,BEVE_WATE_05,Beverages,23,Low,43.9,2.44,145,145,216,454,312,12,0.0,Projected inventory (145) breached ROP (216). Target: 454.,Scheduled Replenishment
348,20260629,8,BEN_DS_08,1,273,PET _PET _03,Pet Care,23,Low,65.0,3.61,17,17,32,46,32,8,0.0,Projected inventory (17) breached ROP (32). Target: 46.,Scheduled Replenishment
349,20260629,22,MUM_DS_02,3,298,PET _PET _28,Pet Care,22,Low,21.6,1.2,16,16,21,101,88,8,7272.52,Projected inventory (16) breached ROP (21). Target: 101.,Scheduled Replenishment
350,20260629,17,DEL_DS_07,2,279,PET _DOG _09,Pet Care,22,Low,23.2,1.29,16,16,32,94,80,8,2989.76,Projected inventory (16) breached ROP (32). Target: 94.,Scheduled Replenishment
351,20260629,16,DEL_DS_06,2,237,HOUS_DISH_27,Household,22,Low,23.0,1.28,11,11,14,65,56,4,2052.69,Projected inventory (11) breached ROP (14). Target: 65.,Scheduled Replenishment
352,20260629,21,MUM_DS_01,3,240,HOUS_REPE_30,Household,22,Low,22.1,1.23,6,6,13,38,48,12,1087.43,Projected inventory (6) breached ROP (13). Target: 38.,Scheduled Replenishment
353,20260629,21,MUM_DS_01,3,164,STAP_EDIB_14,Staples,22,Low,31.3,1.74,29,29,62,129,100,4,0.0,Projected inventory (29) breached ROP (62). Target: 129.,Scheduled Replenishment
354,20260629,16,DEL_DS_06,2,119,PACK_BREA_29,Packaged Foods,22,Low,31.5,1.75,49,49,104,216,168,12,0.0,Projected inventory (49) breached ROP (104). Target: 216.,Scheduled Replenishment
355,20260629,28,MUM_DS_08,3,71,SNAC_CHIP_11,Snacks,22,Low,31.5,1.75,74,74,80,313,240,6,0.0,Projected inventory (74) breached ROP (80). Target: 313.,Scheduled Replenishment
356,20260629,7,BEN_DS_07,1,143,FRUI_DAIL_23,Fruits & Vegetables,22,Low,31.7,1.76,155,155,326,679,528,24,0.0,Projected inventory (155) breached ROP (326). Target: 679.,Scheduled Replenishment
357,20260629,17,DEL_DS_07,2,23,DAIR_BUTT_23,Dairy,22,Low,31.9,1.77,160,160,177,673,520,8,0.0,Projected inventory (160) breached ROP (177). Target: 673.,Scheduled Replenishment
358,20260629,25,MUM_DS_05,3,12,DAIR_CURD_12,Dairy,22,Low,31.9,1.77,158,158,331,688,540,12,0.0,Projected inventory (158) breached ROP (331). Target: 688.,Scheduled Replenishment
359,20260629,35,HYD_DS_05,4,138,FRUI_DAIL_18,Fruits & Vegetables,22,Low,32.0,1.78,102,102,150,438,336,12,0.0,Projected inventory (102) breached ROP (150). Target: 438.,Scheduled Replenishment
360,20260629,21,MUM_DS_01,3,60,BEVE_WATE_30,Beverages,22,Low,32.4,1.8,79,79,164,339,260,4,0.0,Projected inventory (79) breached ROP (164). Target: 339.,Scheduled Replenishment
361,20260629,22,MUM_DS_02,3,167,STAP_RICE_17,Staples,22,Low,32.4,1.8,74,74,109,315,198,6,0.0,Projected inventory (74) breached ROP (109). Target: 315. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
362,20260629,17,DEL_DS_07,2,87,SNAC_BISC_27,Snacks,22,Low,32.6,1.81,150,150,183,637,492,12,0.0,Projected inventory (150) breached ROP (183). Target: 637.,Scheduled Replenishment
363,20260629,17,DEL_DS_07,2,160,STAP_SPIC_10,Staples,22,Low,32.8,1.82,61,61,84,252,192,4,0.0,Projected inventory (61) breached ROP (84). Target: 252.,Scheduled Replenishment
364,20260629,22,MUM_DS_02,3,47,BEVE_COLD_17,Beverages,22,Low,32.8,1.82,133,133,192,557,24,24,0.0,Projected inventory (133) breached ROP (192). Target: 557. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
365,20260629,9,BEN_DS_09,1,195,PERS_SANI_15,Personal Care,22,Low,36.5,2.03,10,10,26,41,36,6,0.0,Projected inventory (10) breached ROP (26). Target: 41.,Scheduled Replenishment
366,20260629,25,MUM_DS_05,3,35,BEVE_WATE_05,Beverages,22,Low,45.0,2.5,157,157,234,485,336,12,0.0,Projected inventory (157) breached ROP (234). Target: 485.,Scheduled Replenishment
367,20260629,15,DEL_DS_05,2,61,SNAC_CHIP_01,Snacks,22,Low,45.2,2.51,137,137,200,419,288,24,0.0,Projected inventory (137) breached ROP (200). Target: 419.,Scheduled Replenishment
368,20260629,40,HYD_DS_10,4,224,HOUS_DISP_14,Household,21,Low,27.4,1.52,19,19,48,98,80,8,0.0,Projected inventory (19) breached ROP (48). Target: 98.,Scheduled Replenishment
369,20260629,9,BEN_DS_09,1,87,SNAC_BISC_27,Snacks,21,Low,32.9,1.83,135,135,145,550,420,12,0.0,Projected inventory (135) breached ROP (145). Target: 550.,Scheduled Replenishment
370,20260629,16,DEL_DS_06,2,54,BEVE_ENER_24,Beverages,21,Low,32.9,1.83,146,146,159,599,456,24,0.0,Projected inventory (146) breached ROP (159). Target: 599.,Scheduled Replenishment
371,20260629,29,MUM_DS_09,3,142,FRUI_EXOT_22,Fruits & Vegetables,21,Low,32.9,1.83,135,135,146,553,424,8,0.0,Projected inventory (135) breached ROP (146). Target: 553.,Scheduled Replenishment
372,20260629,17,DEL_DS_07,2,164,STAP_EDIB_14,Staples,21,Low,33.1,1.84,29,29,61,124,96,4,0.0,Projected inventory (29) breached ROP (61). Target: 124.,Scheduled Replenishment
373,20260629,33,HYD_DS_03,4,71,SNAC_CHIP_11,Snacks,21,Low,33.1,1.84,56,56,61,229,174,6,0.0,Projected inventory (56) breached ROP (61). Target: 229.,Scheduled Replenishment
374,20260629,39,HYD_DS_09,4,100,PACK_READ_10,Packaged Foods,21,Low,33.1,1.84,72,72,144,300,232,8,0.0,Projected inventory (72) breached ROP (144). Target: 300.,Scheduled Replenishment
375,20260629,4,BEN_DS_04,1,273,PET _PET _03,Pet Care,21,Low,33.3,1.85,7,7,20,31,24,8,0.0,Projected inventory (7) breached ROP (20). Target: 31.,Scheduled Replenishment
376,20260629,8,BEN_DS_08,1,240,HOUS_REPE_30,Household,21,Low,33.3,1.85,7,7,12,31,48,12,0.0,Projected inventory (7) breached ROP (12). Target: 31.,Scheduled Replenishment
377,20260629,21,MUM_DS_01,3,21,DAIR_MILK_21,Dairy,21,Low,33.3,1.85,148,148,158,598,452,4,0.0,Projected inventory (148) breached ROP (158). Target: 598.,Scheduled Replenishment
378,20260629,23,MUM_DS_03,3,180,STAP_SPIC_30,Staples,21,Low,33.3,1.85,67,67,94,274,208,4,0.0,Projected inventory (67) breached ROP (94). Target: 274.,Scheduled Replenishment
379,20260629,4,BEN_DS_04,1,148,FRUI_DAIL_28,Fruits & Vegetables,21,Low,33.7,1.87,113,113,157,460,352,8,0.0,Projected inventory (113) breached ROP (157). Target: 460.,Scheduled Replenishment
380,20260629,17,DEL_DS_07,2,257,BABY_DIAP_17,Baby Care,21,Low,33.7,1.87,64,64,89,261,198,6,0.0,Projected inventory (64) breached ROP (89). Target: 261.,Scheduled Replenishment
381,20260629,25,MUM_DS_05,3,74,SNAC_CHOC_14,Snacks,21,Low,33.7,1.87,89,89,122,360,272,8,0.0,Projected inventory (89) breached ROP (122). Target: 360.,Scheduled Replenishment
382,20260629,1,BEN_DS_01,1,57,BEVE_COLD_27,Beverages,21,Low,33.8,1.88,114,114,155,458,344,4,0.0,Projected inventory (114) breached ROP (155). Target: 458.,Scheduled Replenishment
383,20260629,10,BEN_DS_10,1,90,SNAC_NUTS_30,Snacks,21,Low,34.0,1.89,124,124,247,509,390,6,0.0,Projected inventory (124) breached ROP (247). Target: 509.,Scheduled Replenishment
384,20260629,25,MUM_DS_05,3,109,PACK_BREA_19,Packaged Foods,21,Low,34.0,1.89,32,32,41,126,96,4,0.0,Projected inventory (32) breached ROP (41). Target: 126.,Scheduled Replenishment
385,20260629,17,DEL_DS_07,2,12,DAIR_CURD_12,Dairy,21,Low,34.2,1.9,167,167,325,677,516,12,0.0,Projected inventory (167) breached ROP (325). Target: 677.,Scheduled Replenishment
386,20260629,25,MUM_DS_05,3,85,SNAC_NUTS_25,Snacks,21,Low,34.2,1.9,78,78,95,321,252,12,0.0,Projected inventory (78) breached ROP (95). Target: 321.,Scheduled Replenishment
387,20260629,2,BEN_DS_02,1,281,PET _PET _11,Pet Care,21,Low,41.4,2.3,11,11,27,41,32,4,0.0,Projected inventory (11) breached ROP (27). Target: 41.,Scheduled Replenishment
388,20260629,37,HYD_DS_07,4,63,SNAC_NAMK_03,Snacks,21,Low,46.3,2.57,130,130,185,387,264,8,0.0,Projected inventory (130) breached ROP (185). Target: 387.,Scheduled Replenishment
389,20260629,24,MUM_DS_04,3,61,SNAC_CHIP_01,Snacks,21,Low,46.8,2.6,155,155,220,459,312,24,0.0,Projected inventory (155) breached ROP (220). Target: 459.,Scheduled Replenishment
390,20260629,23,MUM_DS_03,3,230,HOUS_REPE_20,Household,20,Low,24.8,1.38,7,7,9,39,32,8,0.0,Projected inventory (7) breached ROP (9). Target: 39.,Scheduled Replenishment
391,20260629,29,MUM_DS_09,3,292,PET _CAT _22,Pet Care,20,Low,24.8,1.38,7,7,9,39,96,24,0.0,Projected inventory (7) breached ROP (9). Target: 39.,Scheduled Replenishment
392,20260629,39,HYD_DS_09,4,183,PERS_ORAL_03,Personal Care,20,Low,24.8,1.38,13,13,14,71,60,12,0.0,Projected inventory (13) breached ROP (14). Target: 71.,Scheduled Replenishment
393,20260629,29,MUM_DS_09,3,285,PET _PET _15,Pet Care,20,Low,25.7,1.43,15,15,15,78,64,8,0.0,Projected inventory (15) breached ROP (15). Target: 78.,Scheduled Replenishment
394,20260629,29,MUM_DS_09,3,198,PERS_ORAL_18,Personal Care,20,Low,25.9,1.44,20,20,20,104,84,4,0.0,Projected inventory (20) breached ROP (20). Target: 104.,Scheduled Replenishment
395,20260629,39,HYD_DS_09,4,189,PERS_SKIN_09,Personal Care,20,Low,26.3,1.46,16,16,29,84,72,6,0.0,Projected inventory (16) breached ROP (29). Target: 84.,Scheduled Replenishment
396,20260629,15,DEL_DS_05,2,220,HOUS_REPE_10,Household,20,Low,32.9,1.83,11,11,24,48,48,12,0.0,Projected inventory (11) breached ROP (24). Target: 48.,Scheduled Replenishment
397,20260629,2,BEN_DS_02,1,177,STAP_RICE_27,Staples,20,Low,34.4,1.91,50,50,68,198,148,4,0.0,Projected inventory (50) breached ROP (68). Target: 198.,Scheduled Replenishment
398,20260629,23,MUM_DS_03,3,80,SNAC_NUTS_20,Snacks,20,Low,34.4,1.91,172,172,179,675,504,4,0.0,Projected inventory (172) breached ROP (179). Target: 675.,Scheduled Replenishment
399,20260629,8,BEN_DS_08,1,45,BEVE_WATE_15,Beverages,20,Low,34.7,1.93,141,141,268,560,420,12,0.0,Projected inventory (141) breached ROP (268). Target: 560.,Scheduled Replenishment
400,20260629,29,MUM_DS_09,3,30,DAIR_PANE_30,Dairy,20,Low,34.7,1.93,169,169,221,658,504,24,0.0,Projected inventory (169) breached ROP (221). Target: 658.,Scheduled Replenishment
