transfer_id,city_id,source_store_id,source_store_name,destination_store_id,destination_store_name,sku_id,sku_name,category,recommended_quantity,source_doc_before,source_doc_after,destination_doc_before,destination_doc_after,destination_risk_score,hours_to_stockout,transfer_distance_km,transfer_cost,projected_source_stock,projected_destination_stock,estimated_lost_sales_avoided,reason
358,1,1,BEN_DS_01,4,BEN_DS_04,80,SNAC_NUTS_20,Snacks,148,6.43,4.55,1.52,3.48,25,27.4,1.33,22.0,358,263,16243.0,Destination projected to breach safety stock within 27.4h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 1.3km within configured limit.
359,1,10,BEN_DS_10,4,BEN_DS_04,88,SNAC_NAMK_28,Snacks,114,11.72,9.89,1.48,3.5,25,26.6,1.13,21.7,616,198,15688.68,Destination projected to breach safety stock within 26.6h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.9d). Distance is 1.1km within configured limit.
360,1,8,BEN_DS_08,6,BEN_DS_06,27,DAIR_CURD_27,Dairy,92,10.66,6.7,1.5,3.48,25,27.0,2.88,24.32,419,162,9506.36,Destination projected to breach safety stock within 27.0h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.7d). Distance is 2.9km within configured limit.
361,1,5,BEN_DS_05,7,BEN_DS_07,27,DAIR_CURD_27,Dairy,124,8.21,5.85,1.48,3.51,25,26.6,3.79,25.68,307,214,12606.26,Destination projected to breach safety stock within 26.6h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.8d). Distance is 3.8km within configured limit.
362,1,4,BEN_DS_04,10,BEN_DS_10,239,HOUS_DISP_29,Household,6,6.37,4.46,1.53,2.84,25,27.5,1.13,21.7,14,13,769.14,Destination projected to breach safety stock within 27.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 1.1km within configured limit.
363,1,4,BEN_DS_04,10,BEN_DS_10,252,BABY_BABY_12,Baby Care,72,12.54,10.4,1.53,3.43,25,27.5,1.13,21.7,349,130,43197.84,Destination projected to breach safety stock within 27.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.4d). Distance is 1.1km within configured limit.
364,2,18,DEL_DS_08,12,DEL_DS_02,78,SNAC_NAMK_18,Snacks,72,4.23,3.1,1.49,2.45,25,26.8,0.72,21.08,197,184,9596.88,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 0.7km within configured limit.
365,2,11,DEL_DS_01,12,DEL_DS_02,91,PACK_NOOD_01,Packaged Foods,24,10.61,9.1,1.48,2.79,25,26.6,1.24,21.85,145,51,5764.32,Destination projected to breach safety stock within 26.6h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.1d). Distance is 1.2km within configured limit.
366,2,18,DEL_DS_08,12,DEL_DS_02,110,PACK_READ_20,Packaged Foods,72,14.51,12.35,1.49,3.39,25,26.8,0.72,21.08,412,128,3129.12,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.3d). Distance is 0.7km within configured limit.
367,2,16,DEL_DS_06,14,DEL_DS_04,94,PACK_BREA_04,Packaged Foods,48,4.9,3.03,1.53,3.42,25,27.5,7.3,30.96,78,87,3926.88,Destination projected to breach safety stock within 27.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.3km within configured limit.
368,2,16,DEL_DS_06,14,DEL_DS_04,171,STAP_ATTA_21,Staples,36,15.21,13.65,1.74,3.4,25,31.3,7.3,30.96,315,74,11852.28,Destination projected to breach safety stock within 31.3h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 13.7d). Distance is 7.3km within configured limit.
369,2,12,DEL_DS_02,15,DEL_DS_05,167,STAP_RICE_17,Staples,48,6.66,5.34,1.52,3.38,25,27.4,1.69,22.53,194,87,18621.6,Destination projected to breach safety stock within 27.4h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 1.7km within configured limit.
370,2,20,DEL_DS_10,19,DEL_DS_09,103,PACK_SAUC_13,Packaged Foods,24,4.51,2.94,1.54,2.67,25,27.7,2.12,23.18,45,57,3097.44,Destination projected to breach safety stock within 27.7h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 2.1km within configured limit.
371,3,29,MUM_DS_09,21,MUM_DS_01,88,SNAC_NAMK_28,Snacks,126,8.61,6.88,1.55,3.51,25,27.9,7.23,30.85,502,226,17340.12,Destination projected to breach safety stock within 27.9h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.9d). Distance is 7.2km within configured limit.
372,3,29,MUM_DS_09,21,MUM_DS_01,114,PACK_BREA_24,Packaged Foods,60,7.39,5.58,1.49,3.44,25,26.8,7.23,30.85,184,106,3517.2,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.6d). Distance is 7.2km within configured limit.
373,3,30,MUM_DS_10,22,MUM_DS_02,29,DAIR_CHEE_29,Dairy,56,4.64,2.97,1.47,2.55,25,26.5,10.31,35.47,100,132,12849.2,Destination projected to breach safety stock within 26.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 10.3km within configured limit.
374,3,24,MUM_DS_04,22,MUM_DS_02,91,PACK_NOOD_01,Packaged Foods,24,6.65,4.97,1.49,2.6,25,26.8,6.53,29.79,71,56,5764.32,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.0d). Distance is 6.5km within configured limit.
375,3,30,MUM_DS_10,22,MUM_DS_02,151,STAP_ATTA_01,Staples,60,5.35,3.11,1.49,2.9,25,26.8,10.31,35.47,83,123,24083.4,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 10.3km within configured limit.
376,3,23,MUM_DS_03,22,MUM_DS_02,243,BABY_BABY_03,Baby Care,48,8.37,6.14,1.47,3.48,25,26.5,5.8,28.7,132,83,25759.68,Destination projected to breach safety stock within 26.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.1d). Distance is 5.8km within configured limit.
377,3,23,MUM_DS_03,22,MUM_DS_02,246,BABY_BABY_06,Baby Care,48,4.06,2.85,1.5,2.64,25,27.0,5.8,28.7,114,111,7792.8,Destination projected to breach safety stock within 27.0h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 5.8km within configured limit.
378,3,21,MUM_DS_01,22,MUM_DS_02,251,BABY_BABY_11,Baby Care,52,4.65,3.01,1.55,2.98,25,27.9,13.34,40.01,96,108,8717.28,Destination projected to breach safety stock within 27.9h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 13.3km within configured limit.
379,3,24,MUM_DS_04,22,MUM_DS_02,263,BABY_BABY_23,Baby Care,16,4.17,3.26,1.49,2.1,25,26.8,6.53,29.79,57,55,6217.6,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 6.5km within configured limit.
380,3,23,MUM_DS_03,22,MUM_DS_02,272,PET _CAT _02,Pet Care,12,6.14,4.1,1.4,3.27,25,25.2,5.8,28.7,24,21,6832.08,Destination projected to breach safety stock within 25.2h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 5.8km within configured limit.
381,3,24,MUM_DS_04,23,MUM_DS_03,99,PACK_BREA_09,Packaged Foods,32,5.51,3.06,1.54,3.23,25,27.7,0.92,21.38,40,61,5005.44,Destination projected to breach safety stock within 27.7h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 0.9km within configured limit.
382,3,24,MUM_DS_04,23,MUM_DS_03,114,PACK_BREA_24,Packaged Foods,60,11.45,8.77,1.55,3.48,25,27.9,0.92,21.38,196,108,3517.2,Destination projected to breach safety stock within 27.9h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.8d). Distance is 0.9km within configured limit.
383,3,21,MUM_DS_01,23,MUM_DS_03,151,STAP_ATTA_01,Staples,72,6.85,4.83,1.47,3.29,25,26.5,8.81,33.21,173,130,28900.08,Destination projected to breach safety stock within 26.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.8d). Distance is 8.8km within configured limit.
384,3,29,MUM_DS_09,25,MUM_DS_05,26,DAIR_MILK_26,Dairy,90,7.83,6.19,1.53,3.46,25,27.5,4.46,26.69,340,161,7038.9,Destination projected to breach safety stock within 27.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.2d). Distance is 4.5km within configured limit.
385,3,21,MUM_DS_01,25,MUM_DS_05,269,BABY_DIAP_29,Baby Care,24,4.67,3.36,1.54,2.97,25,27.7,8.62,32.93,62,50,14053.2,Destination projected to breach safety stock within 27.7h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 8.6km within configured limit.
386,3,30,MUM_DS_10,26,MUM_DS_06,164,STAP_EDIB_14,Staples,32,15.32,12.49,1.52,3.45,25,27.4,2.99,24.48,141,57,11742.08,Destination projected to breach safety stock within 27.4h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.5d). Distance is 3.0km within configured limit.
387,3,30,MUM_DS_10,26,MUM_DS_06,244,BABY_BABY_04,Baby Care,56,6.36,3.78,1.53,3.4,25,27.5,2.99,24.48,82,102,5986.4,Destination projected to breach safety stock within 27.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 3.0km within configured limit.
388,3,28,MUM_DS_08,26,MUM_DS_06,251,BABY_BABY_11,Baby Care,64,5.36,3.1,1.55,3.43,25,27.9,11.43,37.15,88,117,10728.96,Destination projected to breach safety stock within 27.9h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 11.4km within configured limit.
389,3,21,MUM_DS_01,29,MUM_DS_09,95,PACK_READ_05,Packaged Foods,48,5.34,3.22,1.55,3.36,25,27.9,7.23,30.85,73,89,6404.64,Destination projected to breach safety stock within 27.9h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 7.2km within configured limit.
390,3,24,MUM_DS_04,29,MUM_DS_09,115,PACK_READ_25,Packaged Foods,30,5.23,3.2,1.52,2.91,25,27.4,14.23,41.34,47,63,7107.3,Destination projected to breach safety stock within 27.4h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 14.2km within configured limit.
391,3,27,MUM_DS_07,29,MUM_DS_09,146,FRUI_FRES_26,Fruits & Vegetables,96,5.55,3.08,1.49,3.1,25,26.8,16.7,45.05,120,185,3365.76,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 16.7km within configured limit.
392,4,38,HYD_DS_08,39,HYD_DS_09,55,BEVE_WATE_25,Beverages,144,6.28,3.64,1.47,3.4,25,26.5,1.62,22.43,198,253,11027.52,Destination projected to breach safety stock within 26.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 1.6km within configured limit.
393,4,34,HYD_DS_04,39,HYD_DS_09,139,FRUI_SEAS_19,Fruits & Vegetables,160,7.01,4.64,1.51,3.48,25,27.2,2.24,23.36,313,282,13208.0,Destination projected to breach safety stock within 27.2h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 2.2km within configured limit.
394,3,25,MUM_DS_05,29,MUM_DS_09,182,PERS_HAIR_02,Personal Care,24,5.42,3.32,1.05,2.73,24,18.9,4.46,26.69,38,39,1907.52,Destination projected to breach safety stock within 18.9h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 4.5km within configured limit.
395,1,4,BEN_DS_04,1,BEN_DS_01,187,PERS_HAIR_07,Personal Care,12,9.96,8.23,1.66,3.33,24,29.9,1.33,22.0,57,24,4094.52,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.2d). Distance is 1.3km within configured limit.
396,1,2,BEN_DS_02,3,BEN_DS_03,78,SNAC_NAMK_18,Snacks,90,4.27,3.08,1.62,2.92,24,29.2,4.77,27.16,232,202,11996.1,Destination projected to breach safety stock within 29.2h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.8km within configured limit.
397,1,8,BEN_DS_08,3,BEN_DS_03,93,PACK_SAUC_03,Packaged Foods,24,5.88,4.8,1.62,2.61,24,29.2,9.38,34.06,107,63,1503.84,Destination projected to breach safety stock within 29.2h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.8d). Distance is 9.4km within configured limit.
398,1,7,BEN_DS_07,5,BEN_DS_05,14,DAIR_CHEE_14,Dairy,120,5.6,4.17,1.62,3.32,24,29.2,3.79,25.68,348,234,22891.2,Destination projected to breach safety stock within 29.2h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 3.8km within configured limit.
399,1,10,BEN_DS_10,6,BEN_DS_06,259,BABY_BABY_19,Baby Care,12,8.98,8.22,1.59,2.6,24,28.6,4.07,26.1,131,31,4341.96,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.2d). Distance is 4.1km within configured limit.
400,1,9,BEN_DS_09,8,BEN_DS_08,250,BABY_BABY_10,Baby Care,36,15.97,14.49,1.56,3.21,24,28.1,2.21,23.31,352,70,7346.52,Destination projected to breach safety stock within 28.1h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 14.5d). Distance is 2.2km within configured limit.
401,1,4,BEN_DS_04,10,BEN_DS_10,142,FRUI_EXOT_22,Fruits & Vegetables,120,6.81,4.77,1.56,3.46,24,28.1,1.13,21.7,281,219,7680.0,Destination projected to breach safety stock within 28.1h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.8d). Distance is 1.1km within configured limit.
402,1,4,BEN_DS_04,10,BEN_DS_10,153,STAP_DALS_03,Staples,24,6.82,5.36,1.74,3.08,24,31.3,1.13,21.7,88,55,6291.84,Destination projected to breach safety stock within 31.3h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.4d). Distance is 1.1km within configured limit.
403,1,1,BEN_DS_01,10,BEN_DS_10,206,PERS_SOAP_26,Personal Care,12,5.75,3.59,1.52,3.54,24,27.4,2.42,23.63,20,21,1193.04,Destination projected to breach safety stock within 27.4h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 2.4km within configured limit.
404,2,11,DEL_DS_01,12,DEL_DS_02,138,FRUI_DAIL_18,Fruits & Vegetables,120,10.97,8.58,1.61,3.46,24,29.0,1.24,21.85,430,224,2720.4,Destination projected to breach safety stock within 29.0h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.6d). Distance is 1.2km within configured limit.
405,2,16,DEL_DS_06,14,DEL_DS_04,80,SNAC_NUTS_20,Snacks,160,5.02,3.18,1.59,3.49,24,28.6,7.3,30.96,276,293,17560.0,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 7.3km within configured limit.
406,2,13,DEL_DS_03,14,DEL_DS_04,260,BABY_BABY_20,Baby Care,64,6.82,3.93,1.63,3.43,24,29.3,9.45,34.17,87,122,6727.68,Destination projected to breach safety stock within 29.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 9.4km within configured limit.
407,2,12,DEL_DS_02,16,DEL_DS_06,15,DAIR_PANE_15,Dairy,104,4.68,3.01,1.59,3.1,24,28.6,5.1,27.65,188,213,5308.16,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 5.1km within configured limit.
408,2,15,DEL_DS_05,16,DEL_DS_06,22,DAIR_CURD_22,Dairy,96,5.59,3.19,1.61,3.19,24,29.0,4.65,26.98,127,194,5159.04,Destination projected to breach safety stock within 29.0h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 4.7km within configured limit.
409,2,15,DEL_DS_05,16,DEL_DS_06,45,BEVE_WATE_15,Beverages,168,15.0,12.28,1.57,3.43,24,28.3,4.65,26.98,759,310,18137.28,Destination projected to breach safety stock within 28.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.3d). Distance is 4.7km within configured limit.
410,2,12,DEL_DS_02,16,DEL_DS_06,75,SNAC_NUTS_15,Snacks,24,4.77,4.23,1.59,2.14,24,28.6,5.1,27.65,189,93,2061.84,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 5.1km within configured limit.
411,2,15,DEL_DS_05,16,DEL_DS_06,144,FRUI_SEAS_24,Fruits & Vegetables,136,5.67,2.96,1.63,3.31,24,29.3,4.65,26.98,148,268,5472.64,Destination projected to breach safety stock within 29.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 4.7km within configured limit.
412,2,20,DEL_DS_10,16,DEL_DS_06,260,BABY_BABY_20,Baby Care,48,5.21,3.15,1.57,3.08,24,28.3,7.41,31.11,73,98,5045.76,Destination projected to breach safety stock within 28.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 7.4km within configured limit.
413,2,15,DEL_DS_05,16,DEL_DS_06,267,BABY_BABY_27,Baby Care,36,5.72,3.4,1.59,3.15,24,28.6,4.65,26.98,53,73,7445.52,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 4.7km within configured limit.
414,2,12,DEL_DS_02,18,DEL_DS_08,55,BEVE_WATE_25,Beverages,120,8.59,7.03,1.59,3.38,24,28.6,0.72,21.08,540,227,9189.6,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.0d). Distance is 0.7km within configured limit.
415,2,20,DEL_DS_10,19,DEL_DS_09,96,PACK_NOOD_06,Packaged Foods,60,5.75,3.21,1.58,3.51,24,28.4,2.12,23.18,76,109,10840.2,Destination projected to breach safety stock within 28.4h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 2.1km within configured limit.
416,3,29,MUM_DS_09,21,MUM_DS_01,22,DAIR_CURD_22,Dairy,108,5.51,3.86,1.61,3.47,24,29.0,7.23,30.85,253,201,5803.92,Destination projected to breach safety stock within 29.0h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 7.2km within configured limit.
417,3,29,MUM_DS_09,21,MUM_DS_01,90,SNAC_NUTS_30,Snacks,126,7.78,6.09,1.59,3.5,24,28.6,7.23,30.85,455,231,22378.86,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.1d). Distance is 7.2km within configured limit.
418,3,28,MUM_DS_08,21,MUM_DS_01,98,PACK_SAUC_08,Packaged Foods,24,6.4,4.8,1.61,2.98,24,29.0,8.05,32.08,72,52,5333.28,Destination projected to breach safety stock within 29.0h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.8d). Distance is 8.1km within configured limit.
419,3,30,MUM_DS_10,22,MUM_DS_02,53,BEVE_TEA _23,Beverages,168,5.81,2.93,1.64,3.45,24,29.5,10.31,35.47,171,321,6115.2,Destination projected to breach safety stock within 29.5h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 10.3km within configured limit.
420,3,23,MUM_DS_03,22,MUM_DS_02,75,SNAC_NUTS_15,Snacks,72,10.73,9.09,1.59,3.21,24,28.6,5.8,28.7,398,143,6185.52,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.1d). Distance is 5.8km within configured limit.
421,3,23,MUM_DS_03,22,MUM_DS_02,154,STAP_EDIB_04,Staples,60,8.66,6.69,1.6,3.31,24,28.8,5.8,28.7,204,116,12935.4,Destination projected to breach safety stock within 28.8h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.7d). Distance is 5.8km within configured limit.
422,3,24,MUM_DS_04,22,MUM_DS_02,180,STAP_SPIC_30,Staples,76,6.78,3.93,1.58,3.51,24,28.4,6.53,29.79,105,138,24770.68,Destination projected to breach safety stock within 28.4h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 6.5km within configured limit.
423,3,30,MUM_DS_10,23,MUM_DS_03,20,DAIR_PANE_20,Dairy,132,5.35,2.88,1.57,3.25,24,28.3,5.93,28.9,154,255,18417.96,Destination projected to breach safety stock within 28.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 5.9km within configured limit.
424,3,24,MUM_DS_04,23,MUM_DS_03,42,BEVE_COLD_12,Beverages,168,6.48,3.92,1.63,3.47,24,29.3,0.92,21.38,257,317,9156.0,Destination projected to breach safety stock within 29.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 0.9km within configured limit.
425,3,24,MUM_DS_04,23,MUM_DS_03,56,BEVE_JUIC_26,Beverages,156,5.38,2.84,1.63,3.39,24,29.3,0.92,21.38,175,300,5809.44,Destination projected to breach safety stock within 29.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 0.9km within configured limit.
426,3,28,MUM_DS_08,23,MUM_DS_03,247,BABY_BABY_07,Baby Care,56,5.51,3.43,1.59,3.31,24,28.6,11.06,36.59,92,108,22632.96,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 11.1km within configured limit.
427,3,30,MUM_DS_10,23,MUM_DS_03,260,BABY_BABY_20,Baby Care,40,5.17,3.35,1.57,2.82,24,28.3,5.93,28.9,74,90,4204.8,Destination projected to breach safety stock within 28.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 5.9km within configured limit.
428,3,24,MUM_DS_04,23,MUM_DS_03,267,BABY_BABY_27,Baby Care,36,5.45,3.29,1.61,3.09,24,29.0,0.92,21.38,55,75,7445.52,Destination projected to breach safety stock within 29.0h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 0.9km within configured limit.
429,3,30,MUM_DS_10,26,MUM_DS_06,44,BEVE_ENER_14,Beverages,104,10.59,8.22,1.63,3.43,24,29.3,2.99,24.48,361,198,9796.8,Destination projected to breach safety stock within 29.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.2d). Distance is 3.0km within configured limit.
430,3,28,MUM_DS_08,26,MUM_DS_06,165,STAP_SPIC_15,Staples,54,5.84,3.65,1.57,3.34,24,28.3,11.43,37.15,90,102,16029.36,Destination projected to breach safety stock within 28.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 11.4km within configured limit.
431,3,30,MUM_DS_10,26,MUM_DS_06,258,BABY_BABY_18,Baby Care,24,5.1,3.27,1.62,2.91,24,29.2,2.99,24.48,43,54,13254.96,Destination projected to breach safety stock within 29.2h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 3.0km within configured limit.
432,3,27,MUM_DS_07,26,MUM_DS_06,270,BABY_BABY_30,Baby Care,28,7.78,5.36,1.59,3.45,24,28.6,11.43,37.14,62,52,16607.36,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.4d). Distance is 11.4km within configured limit.
433,3,28,MUM_DS_08,29,MUM_DS_09,93,PACK_SAUC_03,Packaged Foods,48,6.64,4.49,1.62,3.21,24,29.2,15.06,42.59,100,97,3007.68,Destination projected to breach safety stock within 29.2h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 15.1km within configured limit.
434,3,25,MUM_DS_05,29,MUM_DS_09,144,FRUI_SEAS_24,Fruits & Vegetables,160,9.02,6.69,1.58,3.43,24,28.4,4.46,26.69,458,296,6438.4,Destination projected to breach safety stock within 28.4h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.7d). Distance is 4.5km within configured limit.
435,4,38,HYD_DS_08,39,HYD_DS_09,270,BABY_BABY_30,Baby Care,24,5.45,3.2,1.59,3.12,24,28.6,1.62,22.43,34,49,14234.88,Destination projected to breach safety stock within 28.6h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 1.6km within configured limit.
436,4,37,HYD_DS_07,40,HYD_DS_10,148,FRUI_DAIL_28,Fruits & Vegetables,112,7.02,4.71,1.63,3.43,24,29.3,6.03,29.05,228,214,8462.72,Destination projected to breach safety stock within 29.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.7d). Distance is 6.0km within configured limit.
437,3,25,MUM_DS_05,29,MUM_DS_09,288,PET _CAT _18,Pet Care,12,5.29,3.42,1.14,2.5,23,20.5,4.46,26.69,22,22,3872.88,Destination projected to breach safety stock within 20.5h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 4.5km within configured limit.
438,1,4,BEN_DS_04,1,BEN_DS_01,74,SNAC_CHOC_14,Snacks,88,8.15,6.22,1.66,3.48,23,29.9,1.33,22.0,283,168,5904.8,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.2d). Distance is 1.3km within configured limit.
439,1,4,BEN_DS_04,1,BEN_DS_01,177,STAP_RICE_27,Staples,44,7.28,5.35,1.66,3.48,23,29.9,1.33,22.0,122,84,5015.12,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 1.3km within configured limit.
440,1,3,BEN_DS_03,2,BEN_DS_02,120,PACK_READ_30,Packaged Foods,48,7.94,6.24,1.71,3.29,23,30.8,4.77,27.16,176,100,5624.16,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.2d). Distance is 4.8km within configured limit.
441,1,5,BEN_DS_05,3,BEN_DS_03,152,STAP_RICE_02,Staples,66,7.64,5.53,1.66,3.47,23,29.9,10.82,36.23,173,127,15260.52,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.5d). Distance is 10.8km within configured limit.
